Author	Link	identifier
P.J. Veth	https://www.dbnl.org/auteurs/auteur.php?id=veth004	veth004
Johan Rudolph Thorbecke	https://www.dbnl.org/auteurs/auteur.php?id=thor003	thor003
Hendrik Chistiaan Millies	https://www.dbnl.org/auteurs/auteur.php?id=mill003	mill003
Adriaan Beeloo	https://www.dbnl.org/auteurs/auteur.php?id=beel004	beel004
A.W. Engelen	https://www.dbnl.org/auteurs/auteur.php?id=enge012	enge012
Bartholomeus Philippus de Kanter	https://www.dbnl.org/auteurs/auteur.php?id=kant002	kant002
Levy Ali Cohen	https://www.dbnl.org/auteurs/auteur.php?id=ali_002	ali_002
W.J.A. Jonckbloet	https://www.dbnl.org/auteurs/auteur.php?id=jonc003	jonc003
J. van Vloten	https://www.dbnl.org/auteurs/auteur.php?id=vlot002	vlot002
W.C.L. Clarisse	https://www.dbnl.org/auteurs/auteur.php?id=clar003	clar003
R.C. Bakhuizen van den Brink	https://www.dbnl.org/auteurs/auteur.php?id=bakh003	bakh003
Henry Wadsworth Longfellow	https://www.dbnl.org/auteurs/auteur.php?id=long003	long003
Joost Hiddes Halbertsma	https://www.dbnl.org/auteurs/auteur.php?id=halb003	halb003
R.P.A. Dozy	https://www.dbnl.org/auteurs/auteur.php?id=dozy002	dozy002
P.T. Helvetius van den Bergh	https://www.dbnl.org/auteurs/auteur.php?id=berg046	berg046
Friedrich Kaiser	https://www.dbnl.org/auteurs/auteur.php?id=kais003	kais003
George Willem Vreede	https://www.dbnl.org/auteurs/auteur.php?id=vree009	vree009
J. van Geuns	https://www.dbnl.org/auteurs/auteur.php?id=geun004	geun004
Jan Gerhardus Ottema	https://www.dbnl.org/auteurs/auteur.php?id=otte001	otte001
Gerrit de Clercq	https://www.dbnl.org/auteurs/auteur.php?id=cler009	cler009
Johannes Kneppelhout	https://www.dbnl.org/auteurs/auteur.php?id=knep001	knep001
C.J. van Assen	https://www.dbnl.org/auteurs/auteur.php?id=asse012	asse012
Gerardus Arnoldus Nicolaus Allebé	https://www.dbnl.org/auteurs/auteur.php?id=alle003	alle003
C.W. Opzoomer	https://www.dbnl.org/auteurs/auteur.php?id=opzo001	opzo001
Johannes Aletta Marinus Mensinga	https://www.dbnl.org/auteurs/auteur.php?id=mens007	mens007
Abraham des Amorie van der Hoeven jr.	https://www.dbnl.org/auteurs/auteur.php?id=amor002	amor002
S. Vissering	https://www.dbnl.org/auteurs/auteur.php?id=viss040	viss040
Martinus des Amorie van der Hoeven	https://www.dbnl.org/auteurs/auteur.php?id=amor004	amor004
Dionys Burger	https://www.dbnl.org/auteurs/auteur.php?id=burg010	burg010
Carl Ludwig Blume	https://www.dbnl.org/auteurs/auteur.php?id=blum001	blum001
Willem Louis de Sturler	https://www.dbnl.org/auteurs/auteur.php?id=stur004	stur004
Willem Leonard Ritter	https://www.dbnl.org/auteurs/auteur.php?id=ritt003	ritt003
C.H.D. Buys Ballot	https://www.dbnl.org/auteurs/auteur.php?id=buys017	buys017
Jacobus Izaäk Doedes	https://www.dbnl.org/auteurs/auteur.php?id=doed003	doed003
Jacob Dirks	https://www.dbnl.org/auteurs/auteur.php?id=dirk004	dirk004
F.C. Donders	https://www.dbnl.org/auteurs/auteur.php?id=dond002	dond002
Jan van Gilse	https://www.dbnl.org/auteurs/auteur.php?id=gils005	gils005
Johannes ab Utrecht Dresselhuis	https://www.dbnl.org/auteurs/auteur.php?id=dres003	dres003
Georges Declercq	https://www.dbnl.org/auteurs/auteur.php?id=decl009	decl009
Jacques François Bosdijk	https://www.dbnl.org/auteurs/auteur.php?id=bosd001	bosd001
A.J. de Bull	https://www.dbnl.org/auteurs/auteur.php?id=bull001	bull001
Isaäc da Costa	https://www.dbnl.org/auteurs/auteur.php?id=cost002	cost002
M.M. von Baumhauer	https://www.dbnl.org/auteurs/auteur.php?id=baum003	baum003
T.W.J. Juynboll	https://www.dbnl.org/auteurs/auteur.php?id=juyn003	juyn003
G.E. Voorhelm Schneevoogt	https://www.dbnl.org/auteurs/auteur.php?id=schn017	schn017
Henry Riehm	https://www.dbnl.org/auteurs/auteur.php?id=rieh001	rieh001
P. Halbertsma	https://www.dbnl.org/auteurs/auteur.php?id=halb011	halb011
Willem Jan Knoop	https://www.dbnl.org/auteurs/auteur.php?id=knoo003	knoo003
Joannes Jacobus de Hollander	https://www.dbnl.org/auteurs/auteur.php?id=holl022	holl022
T.K.M. von Baumhauer	https://www.dbnl.org/auteurs/auteur.php?id=baum004	baum004
E. Piaget	https://www.dbnl.org/auteurs/auteur.php?id=piag001	piag001
D.D. Büchler	https://www.dbnl.org/auteurs/auteur.php?id=buch005	buch005
Willem Richard Boer	https://www.dbnl.org/auteurs/auteur.php?id=boer044	boer044
J.J. Belinfante	https://www.dbnl.org/auteurs/auteur.php?id=beli005	beli005
Jacques Clement Perk	https://www.dbnl.org/auteurs/auteur.php?id=perk009	perk009
E.W. Beth	https://www.dbnl.org/auteurs/auteur.php?id=beth004	beth004
J.J. Viotta	https://www.dbnl.org/auteurs/auteur.php?id=viot002	viot002
P.A. de Génestet	https://www.dbnl.org/auteurs/auteur.php?id=gene002	gene002
J.J. Rovère van Breugel	https://www.dbnl.org/auteurs/auteur.php?id=rove004	rove004
Dirk Harting	https://www.dbnl.org/auteurs/auteur.php?id=hart018	hart018
J.C.G. Evers	https://www.dbnl.org/auteurs/auteur.php?id=ever028	ever028
Carel Adriaan Engelbregt	https://www.dbnl.org/auteurs/auteur.php?id=enge027	enge027
Jan Heemskerk Bzn.	https://www.dbnl.org/auteurs/auteur.php?id=heem011	heem011
E.B. Swalue	https://www.dbnl.org/auteurs/auteur.php?id=swal001	swal001
Antonie Niermeyer	https://www.dbnl.org/auteurs/auteur.php?id=nier001	nier001
G. Knoop	https://www.dbnl.org/auteurs/auteur.php?id=knoo004	knoo004
Christiaan Lodewijk Schuller tot Peursum	https://www.dbnl.org/auteurs/auteur.php?id=schu053	schu053
J. Pijnappel	https://www.dbnl.org/auteurs/auteur.php?id=pijn004	pijn004
J.A. Alberdingk Thijm	https://www.dbnl.org/auteurs/auteur.php?id=albe003	albe003
David Bierens de Haan	https://www.dbnl.org/auteurs/auteur.php?id=bier009	bier009
Salomon Müller	https://www.dbnl.org/auteurs/auteur.php?id=mull041	mull041
A.V. Michiels	https://www.dbnl.org/auteurs/auteur.php?id=mich031	mich031
P.W. Korthals	https://www.dbnl.org/auteurs/auteur.php?id=kort017	kort017
W.R. van Hoëvell	https://www.dbnl.org/auteurs/auteur.php?id=hoev004	hoev004
Pieter Leendertz Wz.	https://www.dbnl.org/auteurs/auteur.php?id=leen007	leen007
Mark Prager Lindo	https://www.dbnl.org/auteurs/auteur.php?id=lind033	lind033
Jacob van Lennep	https://www.dbnl.org/auteurs/auteur.php?id=lenn006	lenn006
Jan Heemskerk Azn.	https://www.dbnl.org/auteurs/auteur.php?id=heem010	heem010
Aug. Philips	https://www.dbnl.org/auteurs/auteur.php?id=phil015	phil015
A.C. Oudemans	https://www.dbnl.org/auteurs/auteur.php?id=oude004	oude004
Johannes Zeeman	https://www.dbnl.org/auteurs/auteur.php?id=zeem008	zeem008
Lodewijk Willem van Deventer	https://www.dbnl.org/auteurs/auteur.php?id=deve004	deve004
Jakob Karel Willem Quarles van Ufford	https://www.dbnl.org/auteurs/auteur.php?id=quar002	quar002
C.A.J.A. Oudemans	https://www.dbnl.org/auteurs/auteur.php?id=oude015	oude015
Hendrik Jan Spijker	https://www.dbnl.org/auteurs/auteur.php?id=spij004	spij004
Johan Carl Zimmerman	https://www.dbnl.org/auteurs/auteur.php?id=zimm002	zimm002
H.J. Schimmel	https://www.dbnl.org/auteurs/auteur.php?id=schi018	schi018
H.J. van der Helm	https://www.dbnl.org/auteurs/auteur.php?id=helm013	helm013
Jacob Leonard de Bruyn Kops	https://www.dbnl.org/auteurs/auteur.php?id=kops003	kops003
Jacob de Witte van Citters	https://www.dbnl.org/auteurs/auteur.php?id=citt002	citt002
Ernst Julius Kiehl	https://www.dbnl.org/auteurs/auteur.php?id=kieh001	kieh001
J.T. Buys	https://www.dbnl.org/auteurs/auteur.php?id=buys013	buys013
P.A.S. van Limburg Brouwer	https://www.dbnl.org/auteurs/auteur.php?id=limb005	limb005
W.J. Hofdijk	https://www.dbnl.org/auteurs/auteur.php?id=hofd001	hofd001
F.M. Cowan	https://www.dbnl.org/auteurs/auteur.php?id=cowa001	cowa001
J.G.A. Faber	https://www.dbnl.org/auteurs/auteur.php?id=fabe011	fabe011
Johannes Adriaan Molster	https://www.dbnl.org/auteurs/auteur.php?id=mols003	mols003
Henriette Frederika Bosscha	https://www.dbnl.org/auteurs/auteur.php?id=boss021	boss021
Hendrik Jacob van der Heim	https://www.dbnl.org/auteurs/auteur.php?id=heim002	heim002
C.L. van Woelderen	https://www.dbnl.org/auteurs/auteur.php?id=woel002	woel002
Eugen Mehler	https://www.dbnl.org/auteurs/auteur.php?id=mehl001	mehl001
Jacob Riehman	https://www.dbnl.org/auteurs/auteur.php?id=rieh002	rieh002
Louis Susan Pedro Meyboom	https://www.dbnl.org/auteurs/auteur.php?id=meyb001	meyb001
Daniel Koorders	https://www.dbnl.org/auteurs/auteur.php?id=koor003	koor003
L.M. Heemskerk	https://www.dbnl.org/auteurs/auteur.php?id=heem020	heem020
J.L. Dusseau	https://www.dbnl.org/auteurs/auteur.php?id=duss004	duss004
Marinus Lodewijk van Deventer	https://www.dbnl.org/auteurs/auteur.php?id=deve005	deve005
A. Rientjes	https://www.dbnl.org/auteurs/auteur.php?id=rien002	rien002
S.J. Hoekstra	https://www.dbnl.org/auteurs/auteur.php?id=hoek020	hoek020
Arie de Jager	https://www.dbnl.org/auteurs/auteur.php?id=jage003	jage003
Gozewinus Acker Stratingh	https://www.dbnl.org/auteurs/auteur.php?id=stra028	stra028
Winand Carel Hugo Staring	https://www.dbnl.org/auteurs/auteur.php?id=star012	star012
H.W. de Graaf	https://www.dbnl.org/auteurs/auteur.php?id=graa030	graa030
Pieter Arend Leupe	https://www.dbnl.org/auteurs/auteur.php?id=leup004	leup004
Guillaume Henri Marie Delprat	https://www.dbnl.org/auteurs/auteur.php?id=delp004	delp004
C.C. Huysmans	https://www.dbnl.org/auteurs/auteur.php?id=huys014	huys014
W.M. Perk	https://www.dbnl.org/auteurs/auteur.php?id=perk010	perk010
K.A. Rombach	https://www.dbnl.org/auteurs/auteur.php?id=romb011	romb011
Jan Willem van Sypesteyn	https://www.dbnl.org/auteurs/auteur.php?id=sype003	sype003
H. van Cappelle jr.	https://www.dbnl.org/auteurs/auteur.php?id=capp006	capp006
Elise van Calcar	https://www.dbnl.org/auteurs/auteur.php?id=calc002	calc002
Theo Hermans	https://www.dbnl.org/auteurs/auteur.php?id=herm011	herm011
F.J. Swartwout	https://www.dbnl.org/auteurs/auteur.php?id=swar017	swar017
Cornelis Hooyer	https://www.dbnl.org/auteurs/auteur.php?id=hooy004	hooy004
Daniël Veegens	https://www.dbnl.org/auteurs/auteur.php?id=veeg003	veeg003
Johannes Bosscha	https://www.dbnl.org/auteurs/auteur.php?id=boss019	boss019
L.J. Egeling	https://www.dbnl.org/auteurs/auteur.php?id=egel001	egel001
Sytze Hoekstra Bzn.	https://www.dbnl.org/auteurs/auteur.php?id=hoek024	hoek024
Pieter de la Court	https://www.dbnl.org/auteurs/auteur.php?id=cour001	cour001
Johan de Witt	https://www.dbnl.org/auteurs/auteur.php?id=witt001	witt001
J. Tideman	https://www.dbnl.org/auteurs/auteur.php?id=tide001	tide001
F.A.W. Miquel	https://www.dbnl.org/auteurs/auteur.php?id=miqu001	miqu001
D.J. Coster	https://www.dbnl.org/auteurs/auteur.php?id=cost025	cost025
Carl A.X.G.F. Sicherer	https://www.dbnl.org/auteurs/auteur.php?id=sich001	sich001
Adriaan Loosjes	https://www.dbnl.org/auteurs/auteur.php?id=loos009	loos009
Jan Herman Herman de Ridder	https://www.dbnl.org/auteurs/auteur.php?id=herm030	herm030
R.T.H.P.L.A. van Boneval Faure	https://www.dbnl.org/auteurs/auteur.php?id=bone001	bone001
Pieter Nicolaas Muller	https://www.dbnl.org/auteurs/auteur.php?id=mull011	mull011
Joannes Tideman	https://www.dbnl.org/auteurs/auteur.php?id=tide003	tide003
H. van Cappelle	https://www.dbnl.org/auteurs/auteur.php?id=capp019	capp019
Jan Willem van der Noordaa	https://www.dbnl.org/auteurs/auteur.php?id=noor035	noor035
Samuel Adrianus Naber	https://www.dbnl.org/auteurs/auteur.php?id=nabe002	nabe002
Willem Doorenbos	https://www.dbnl.org/auteurs/auteur.php?id=door003	door003
H. Halbertsma	https://www.dbnl.org/auteurs/auteur.php?id=halb002	halb002
P.J. Hollman	https://www.dbnl.org/auteurs/auteur.php?id=holl023	holl023
Antonius van der Linde	https://www.dbnl.org/auteurs/auteur.php?id=lind003	lind003
Cornelius Marinus de Jong van Rodenburgh	https://www.dbnl.org/auteurs/auteur.php?id=jong099	jong099
Nicolaus Meursinge	https://www.dbnl.org/auteurs/auteur.php?id=meur013	meur013
Mari Johan Mees	https://www.dbnl.org/auteurs/auteur.php?id=mees018	mees018
Lodewijk Willem Ernst Rauwenhoff	https://www.dbnl.org/auteurs/auteur.php?id=rauw003	rauw003
Lodewijk Mulder	https://www.dbnl.org/auteurs/auteur.php?id=muld014	muld014
N.W.P. Rauwenhoff	https://www.dbnl.org/auteurs/auteur.php?id=rauw004	rauw004
J.C. Reepmaker	https://www.dbnl.org/auteurs/auteur.php?id=reep003	reep003
Jan Jacob de Gelder	https://www.dbnl.org/auteurs/auteur.php?id=geld016	geld016
L. de Hartog	https://www.dbnl.org/auteurs/auteur.php?id=hart064	hart064
Johan Adam Wijnne	https://www.dbnl.org/auteurs/auteur.php?id=wijn029	wijn029
E. van der Ven	https://www.dbnl.org/auteurs/auteur.php?id=ven_006	ven_006
Jan Pieter Nicolaas Land	https://www.dbnl.org/auteurs/auteur.php?id=land015	land015
Jan Gerrit Hulleman	https://www.dbnl.org/auteurs/auteur.php?id=hull004	hull004
Abraham Kuenen	https://www.dbnl.org/auteurs/auteur.php?id=kuen001	kuen001
E. Moll	https://www.dbnl.org/auteurs/auteur.php?id=moll021	moll021
Johannes Pols	https://www.dbnl.org/auteurs/auteur.php?id=pols003	pols003
B.M. Perk	https://www.dbnl.org/auteurs/auteur.php?id=perk014	perk014
Adrianus Bruinvisch Maatjes	https://www.dbnl.org/auteurs/auteur.php?id=brui045	brui045
Antony Winkler Prins	https://www.dbnl.org/auteurs/auteur.php?id=wink010	wink010
J.W. Muller	https://www.dbnl.org/auteurs/auteur.php?id=mull010	mull010
Albert Hendrik Arnoldus Ekker	https://www.dbnl.org/auteurs/auteur.php?id=ekke003	ekke003
Ben Sloot	https://www.dbnl.org/auteurs/auteur.php?id=sloo010	sloo010
Wilhelm Christiaan Knottenbelt	https://www.dbnl.org/auteurs/auteur.php?id=knot002	knot002
C.P. Tiele	https://www.dbnl.org/auteurs/auteur.php?id=tiel001	tiel001
Carel Vosmaer	https://www.dbnl.org/auteurs/auteur.php?id=vosm001	vosm001
Geert Berings	https://www.dbnl.org/auteurs/auteur.php?id=beri007	beri007
Johannes Margadant	https://www.dbnl.org/auteurs/auteur.php?id=marg004	marg004
Cd. Busken Huet	https://www.dbnl.org/auteurs/auteur.php?id=busk001	busk001
Simke Heerts Rinkes	https://www.dbnl.org/auteurs/auteur.php?id=rink002	rink002
C.P. Burger	https://www.dbnl.org/auteurs/auteur.php?id=burg024	burg024
Walter Bosch	https://www.dbnl.org/auteurs/auteur.php?id=bosc020	bosc020
Nicolas Charles Sieburgh	https://www.dbnl.org/auteurs/auteur.php?id=sieb010	sieb010
Allard Pierson	https://www.dbnl.org/auteurs/auteur.php?id=pier003	pier003
Robert Fruin	https://www.dbnl.org/auteurs/auteur.php?id=frui001	frui001
Aart Veder	https://www.dbnl.org/auteurs/auteur.php?id=vede001	vede001
B.W. Wttewaall van Wickenburgh	https://www.dbnl.org/auteurs/auteur.php?id=wtte001	wtte001
W.C.A. Staring	https://www.dbnl.org/auteurs/auteur.php?id=star014	star014
A.S. Carpentier Alting	https://www.dbnl.org/auteurs/auteur.php?id=alti003	alti003
Abraham Seyne Kok	https://www.dbnl.org/auteurs/auteur.php?id=kok_001	kok_001
P.J.B.C. Robidé van der Aa	https://www.dbnl.org/auteurs/auteur.php?id=robi010	robi010
J. Wttewaall	https://www.dbnl.org/auteurs/auteur.php?id=wtte003	wtte003
W. Ruys	https://www.dbnl.org/auteurs/auteur.php?id=ruys014	ruys014
Frederik Nagtglas	https://www.dbnl.org/auteurs/auteur.php?id=nagt001	nagt001
P.C. Margadant	https://www.dbnl.org/auteurs/auteur.php?id=marg005	marg005
Sijo Kornelius Thoden van Velzen	https://www.dbnl.org/auteurs/auteur.php?id=velz003	velz003
Hendrik de Veer	https://www.dbnl.org/auteurs/auteur.php?id=veer004	veer004
W.J.A. de Witt Huberts	https://www.dbnl.org/auteurs/auteur.php?id=hube009	hube009
Nicolaas Jacob Bernard Kappeyne van de Coppello	https://www.dbnl.org/auteurs/auteur.php?id=kapp004	kapp004
D.E.W. Wolff	https://www.dbnl.org/auteurs/auteur.php?id=wolf027	wolf027
T.T.H. Jorissen	https://www.dbnl.org/auteurs/auteur.php?id=jori007	jori007
Mon Steyaert	https://www.dbnl.org/auteurs/auteur.php?id=stey009	stey009
W.N. du Rieu	https://www.dbnl.org/auteurs/auteur.php?id=rieu002	rieu002
H.P.G. Quack	https://www.dbnl.org/auteurs/auteur.php?id=quac001	quac001
S.J. Hingst	https://www.dbnl.org/auteurs/auteur.php?id=hing002	hing002
Johan Willem Tydeman	https://www.dbnl.org/auteurs/auteur.php?id=tyde003	tyde003
Abraham Dirk Loman	https://www.dbnl.org/auteurs/auteur.php?id=loma003	loma003
Johannes van Dam	https://www.dbnl.org/auteurs/auteur.php?id=dam_020	dam_020
Samuël Senior Coronel	https://www.dbnl.org/auteurs/auteur.php?id=coro001	coro001
Hippoliet Bauduin	https://www.dbnl.org/auteurs/auteur.php?id=baud005	baud005
Tobias Michael Carel Asser	https://www.dbnl.org/auteurs/auteur.php?id=asse013	asse013
Simon Frederik Groen	https://www.dbnl.org/auteurs/auteur.php?id=groe035	groe035
F.P.J. Sibmacher Zìjnen	https://www.dbnl.org/auteurs/auteur.php?id=sibm001	sibm001
T.J. Halbertsma	https://www.dbnl.org/auteurs/auteur.php?id=halb006	halb006
Steven Blaupot ten Cate	https://www.dbnl.org/auteurs/auteur.php?id=cate005	cate005
Johannes Philippus Heukelom	https://www.dbnl.org/auteurs/auteur.php?id=heuk004	heuk004
W.H. van de Sande Bakhuyzen	https://www.dbnl.org/auteurs/auteur.php?id=sand031	sand031
Nikolaas Gerard Pierson	https://www.dbnl.org/auteurs/auteur.php?id=pier009	pier009
Abraham Willem de Klerck	https://www.dbnl.org/auteurs/auteur.php?id=kler002	kler002
Willem baron van Goltstein	https://www.dbnl.org/auteurs/auteur.php?id=golt004	golt004
Julius Christiaan van Deventer	https://www.dbnl.org/auteurs/auteur.php?id=deve003	deve003
Otto van Rees	https://www.dbnl.org/auteurs/auteur.php?id=rees009	rees009
J. Limburg	https://www.dbnl.org/auteurs/auteur.php?id=limb015	limb015
Eelco Verwijs	https://www.dbnl.org/auteurs/auteur.php?id=verw011	verw011
Firmin van der Poorten	https://www.dbnl.org/auteurs/auteur.php?id=poor005	poor005
N.J. den Tex	https://www.dbnl.org/auteurs/auteur.php?id=tex_006	tex_006
L.R. Beynen	https://www.dbnl.org/auteurs/auteur.php?id=beyn001	beyn001
Herman Agatho des Amorie van der Hoeven	https://www.dbnl.org/auteurs/auteur.php?id=amor003	amor003
Pieter Bleeker	https://www.dbnl.org/auteurs/auteur.php?id=blee005	blee005
Hieronymus van Alphen	https://www.dbnl.org/auteurs/auteur.php?id=alph012	alph012
J.F.B. Baert	https://www.dbnl.org/auteurs/auteur.php?id=baer016	baer016
J. Beckering Vinckers	https://www.dbnl.org/auteurs/auteur.php?id=vinc015	vinc015
Samuel van Houten	https://www.dbnl.org/auteurs/auteur.php?id=hout025	hout025
Pieter Rutger Feith	https://www.dbnl.org/auteurs/auteur.php?id=feit015	feit015
Gerrit Kuyper Hzn	https://www.dbnl.org/auteurs/auteur.php?id=kuyp014	kuyp014
P.A. Tiele	https://www.dbnl.org/auteurs/auteur.php?id=tiel002	tiel002
Thomas Kroon JHz.	https://www.dbnl.org/auteurs/auteur.php?id=kroo017	kroo017
Henri Ernest Moltzer	https://www.dbnl.org/auteurs/auteur.php?id=molt001	molt001
R.S. Tjaden Modderman	https://www.dbnl.org/auteurs/auteur.php?id=modd004	modd004
H.A. Wijnne	https://www.dbnl.org/auteurs/auteur.php?id=wijn043	wijn043
Isaäc Dornseiffen	https://www.dbnl.org/auteurs/auteur.php?id=dorn004	dorn004
Jan Willem Nicolaas Mosselmans	https://www.dbnl.org/auteurs/auteur.php?id=moss005	moss005
Tiberius Cornelius Winkler	https://www.dbnl.org/auteurs/auteur.php?id=wink014	wink014
Izaak Jan Blaupot ten Cate	https://www.dbnl.org/auteurs/auteur.php?id=cate008	cate008
Nicolaas Bernhardus Donkersloot	https://www.dbnl.org/auteurs/auteur.php?id=donk009	donk009
Michiel Johannes de Goeje	https://www.dbnl.org/auteurs/auteur.php?id=goej002	goej002
Piet van Os	https://www.dbnl.org/auteurs/auteur.php?id=os__006	os__006
Jan Luzac	https://www.dbnl.org/auteurs/auteur.php?id=luza006	luza006
Anthony Ewoud Jan Modderman	https://www.dbnl.org/auteurs/auteur.php?id=modd003	modd003
H.G. van de Sande Bakhuyzen	https://www.dbnl.org/auteurs/auteur.php?id=sand037	sand037
Adam Smith	https://www.dbnl.org/auteurs/auteur.php?id=smit023	smit023
Jan ten Brink	https://www.dbnl.org/auteurs/auteur.php?id=brin017	brin017
B.J. Stokvis	https://www.dbnl.org/auteurs/auteur.php?id=stok012	stok012
Joan Karel Hendrik de Roo van Alderwerelt	https://www.dbnl.org/auteurs/auteur.php?id=roo_005	roo_005
Jacob Gijsbert de Hoop Scheffer	https://www.dbnl.org/auteurs/auteur.php?id=hoop003	hoop003
M.H. Jansen	https://www.dbnl.org/auteurs/auteur.php?id=jans116	jans116
D. Huizinga	https://www.dbnl.org/auteurs/auteur.php?id=huiz010	huiz010
B.H.C.K. van der Wijck	https://www.dbnl.org/auteurs/auteur.php?id=wijc004	wijc004
Bernard Dominicus Hubertus Tellegen	https://www.dbnl.org/auteurs/auteur.php?id=tell004	tell004
Hendrik Adriaan Antonius van Berckel	https://www.dbnl.org/auteurs/auteur.php?id=berc010	berc010
Julius de Geyter	https://www.dbnl.org/auteurs/auteur.php?id=geyt001	geyt001
J.A. van Dijk	https://www.dbnl.org/auteurs/auteur.php?id=dijk028	dijk028
