identifier	birthCountry_json	deathCountry_json
call029	België (Wallonië)	
call031		
call053		
calm004	Nederland	
calu002		
came011		
cami001	Groot-Brittannië (en Noord-Ierland)	België (Wallonië)
camm020	Nederland	Nederland
camp006	Nederland	Polen
camp014	Nederland	Duitsland
camp015	Nederland	Nederland
camp016		
camp029	België (Wallonië)	
camp089	Italië	Italië
camp099		
camp109		
camp121		
cand003	Suriname	Nederland
cann007	Nederland	
cant002	België (Wallonië)	
cant003	Nederland	Nederland
cant006	België (Wallonië)	België (Wallonië)
cant030	Nederland	Nederland
cant031	Nederland	Nederland
cape007		
capo001	Verenigde Staten	Verenigde Staten
capp006	Nederland	Nederland
capp017	België (Wallonië)	België (Wallonië)
capp019	Nederland	Nederland
capp024		
carb001	Suriname	Frankrijk
card013		
card016	Italië	Italië
care001	Nederland	Nederland
care002	België (Wallonië)	
carl003		
carl019		
carm002	Nederland	Nederland
carn002	België (Wallonië)	
caro001	Nederland	Nederland
caro023		
carp028	Zwitserland	Frankrijk
carp034		
carr001	Spanje	Spanje
cars002	Nederland	Duitsland
cars014	Groot-Brittannië (en Noord-Ierland)	
cart003	Nederland	
carv001	Portugal	
case001	België (Wallonië)	Nederland
casi001	België (Wallonië)	
casi002	Nederland	Nederland
casi003	Nederland	Nederland
casp004	Nederland	Nederland
casp012		
cass022	Nederland	Nederland
cast056		
cast070		
cast079		
cate005	Nederland	Nederland
cate008	Nederland	Nederland
cate017	Nederland	Nederland
cate018	Nederland	Nederland
cate021		
cati002		
catz002	Nederland	
caus002	Groot-Brittannië (en Noord-Ierland)	
caut001		
cauw004	België (Wallonië)	België (Wallonië)
cauw005	België (Wallonië)	België (Wallonië)
cauw022		
cauw026		
cauw032		
ceel002		
cela002	Oekraïne	Frankrijk
cela004	Spanje	Spanje
cele002	België (Wallonië)	België (Wallonië)
cell001	Zuid-Afrika	
cend001	Zwitserland	Frankrijk
cerv001	Spanje	Spanje
ceul001		
ceul006	België (Wallonië)	België (Wallonië)
chab009		
cham009		
chan003	Nederland	Nederland
chap003	Nederland	Nederland
char004	Nederland	Nederland
chat008		
chei001	Nederland	Nederland
chia001	Indonesië	Verenigde Staten
chio002	Griekenland	Griekenland
chit002	Italië	Italië
chom002	Verenigde Staten	
chor002		
chor006		
chri005	België (Wallonië)	België (Wallonië)
chri006	België (Wallonië)	
chri046		
citr001	Duitsland	Nederland
citr002		
citt001	Nederland	Nederland
citt002	Nederland	Zwitserland
clae003	België (Wallonië)	
clae004	België (Wallonië)	België (Wallonië)
clae005	België (Wallonië)	België (Wallonië)
clae006		
clae010	België (Wallonië)	
clae012	Nederland	België (Wallonië)
clae027	België (Wallonië)	België (Wallonië)
clae111		
clae119		
clae122		
clar003	Nederland	Nederland
clar010	Spanje	Spanje
clau002	Frankrijk	Frankrijk
clau005	België (Wallonië)	België (Wallonië)
clau018		
clay002	Nederland	Nederland
clee003	Nederland	België (Wallonië)
clee021		
clee031	Nederland	Nederland
cleg002		
clem002		
cler005	België (Wallonië)	
cler009	Nederland	Nederland
cler012		
cler016	België (Wallonië)	Nederland
cler017	Nederland	Nederland
cler020		
cler055		
cler070		
cler074		
cler080		
clev003	Nederland	Nederland
cley012		
clip001	België (Wallonië)	België (Wallonië)
cloe003	Zuid-Afrika	Zuid-Afrika
clos006		
clou009	Groot-Brittannië (en Noord-Ierland)	
cneu001	België (Wallonië)	België (Wallonië)
cnoo002		
cnoo003		
cock001	België (Wallonië)	België (Wallonië)
cock005	België (Wallonië)	Nederland
cock013	Nederland	Zwitserland
cock034		
coct001	Frankrijk	Frankrijk
coen006	Nederland	Nederland
coen011	Nederland	Nederland
coen067	België (Wallonië)	België (Wallonië)
coen078		
coet001	België (Wallonië)	
coet003	Zuid-Afrika	
coet013		
cohe001	Nederland	Nederland
cohe004	Nederland	Nederland
cohe008	Nederland	
cohe010	Indonesië	Nederland
cohe011	Nederland	Nederland
cohe012	Nederland	Nederland
cohe029	Indonesië	Nederland
cohe032	Nederland	
cohe033	Verenigde Staten	
coig002		
coil001	België (Wallonië)	
coin003		
coin004		
cole001	Nederland	Nederland
cole002	Nederland	Nederland
coli002		Duitsland
coli003	Indonesië	
coli026		
coll001	Nederland	Nederland
coll006		
coll007	België (Wallonië)	België (Wallonië)
coll039	Frankrijk	Frankrijk
coll046	Verenigde Staten	
coll047	Verenigde Staten	
coll060	Nederland	Polen
colm003	Nederland	Nederland
colm004	Nederland	Nederland
colm006	Nederland	Nederland
cols004		
comb004		
comm023		
coni003	België (Wallonië)	Portugal
conr001	België (Wallonië)	
conr005	Nederland	
conr006	Nederland	Nederland
cons001	België (Wallonië)	België (Wallonië)
cons002	Nederland	Nederland
cons004	Indonesië	Nederland
cons027		
cons030		
cont005		
cool003	België (Wallonië)	België (Wallonië)
cool004	Nederland	Nederland
cool011	België (Wallonië)	
cool017	Nederland	Nederland
cool040	Duitsland	
coom002		
coom003		
coom013		
coop001	Duitsland	Nederland
coop005	België (Wallonië)	België (Wallonië)
coor008		
coor016		
copp004	Nederland	
copp011		
copp022		
copp038		
copp039	België (Wallonië)	België (Wallonië)
cora004	Italië	Italië
corb001	België (Wallonië)	Nederland
corb003		
corb011	Nederland	
cord002	België (Wallonië)	België (Wallonië)
cord021		
cori003	België (Wallonië)	
corn008	Nederland	Nederland
corn012	Indonesië	Nederland
corn014	België (Wallonië)	België (Wallonië)
corn015	België (Wallonië)	
corn023		
corn024	Nederland	Frankrijk
corn026		
corn028		
corn031	Nederland	Nederland
corn032		
corn033		
corn034		
corn094		
corn095		
corn096		
corn097		
coro001	Nederland	Nederland
corr008		
cort001	België (Wallonië)	België (Wallonië)
cort002	België (Wallonië)	België (Wallonië)
cort003	Nederland	Nederland
cort004	België (Wallonië)	Nederland
cort030	Nederland	
cort033	België (Wallonië)	Frankrijk
corv002		
corv014	België (Wallonië)	
cosi001	Nederland	Nederland
cosi005	Kroatië	
cost002	Nederland	Nederland
cost006	Nederland	Nederland
cost023	Nederland	Nederland
cost025	Nederland	Nederland
cost057		
cost072		
cost073	Nederland	
cott001		
coul020		
coun001		
coup001		
coup002	Nederland	Nederland
coup005	Nederland	
cour001	Nederland	Nederland
cour011		
cour043	Nederland	
cous004	België (Wallonië)	
cout003		
cout010		
couv001	België (Wallonië)	
couw002		
cove001		
cove005	België (Wallonië)	België (Wallonië)
cowa001	Groot-Brittannië (en Noord-Ierland)	
cox_003	Nederland	België (Wallonië)
cox_005	Nederland	
cox_017		
craa001	Nederland	Nederland
crac009		
crae003	België (Wallonië)	België (Wallonië)
crae010	België (Wallonië)	België (Wallonië)
crae032		
crae038	België (Wallonië)	Oostenrijk
cram002	Nederland	Duitsland
cram005		
cram006	Indonesië	Nederland
cram011	Nederland	Nederland
cram012		
cram035		
cran003		
cran027	Verenigde Staten	Duitsland
cras002		
creb001	Nederland	
cree001		
crem003	Nederland	Nederland
crem004		Nederland
crem005		
crem020	Nederland	
cren003	Nederland	Verenigde Staten
crev001		
crey004	Nederland	Nederland
crey006	Nederland	
cric001	België (Wallonië)	België (Wallonië)
croi001	Nederland	Nederland
croi018	Nederland	
croi026		
crom012	Nederland	Nederland
cron002	Nederland	Nederland
croo001	Nederland	Nederland
croo004	Nederland	Nederland
croo005		
crou006	Nederland	Nederland
crus002		
cruy028		
cump001		
cune003	Verenigde Staten	
cupp001	België (Wallonië)	België (Wallonië)
cupp003		Nederland
cuts001		
cuyp007	Nederland	Nederland
cuyp024		
cuyp032		
cuyp043		
czec002		
daal003	Nederland	Nederland
daal005		
daal008	Nederland	
daal009		
daan001	Nederland	Nederland
daas001		
dabr002	Polen	
dabr003	Polen	Polen
dael001	België (Wallonië)	België (Wallonië)
dael009	België (Wallonië)	
dael034		
daem001	België (Wallonië)	
daem003		
daen002	Nederland	Nederland
daen006	België (Wallonië)	België (Wallonië)
daen012	België (Wallonië)	
dahl002		
dais001	België (Wallonië)	België (Wallonië)
dale014	Nederland	
dale015	Nederland	
dale016		
dalf004		
dama001	België (Wallonië)	Nederland
damb001	België (Wallonië)	België (Wallonië)
dame016	Nederland	
dame018	Nederland	
damh001		
damm048		
damo002	Indonesië	
dams005	Nederland	Nederland
dams007	Nederland	Nederland
dams008	Nederland	
dams009	Nederland	
dam_001	Nederland	Nederland
dam_008		
dam_012	Nederland	Nederland
dam_018		
dam_020	Nederland	Nederland
dam_021	Nederland	Nederland
dam_029		
danc001	België (Wallonië)	Verenigde Staten
dani001	Nederland	Nederland
dani003	Nederland	
dank004	Nederland	Nederland
dann007	Nederland	
dans002	Nederland	Nederland
dans004	Nederland	Tunesië
dant001	Italië	Italië
dant005	Nederland	Nederland
dant011		
darc001	Frankrijk	Frankrijk
darg002	België (Wallonië)	
darq002	België (Wallonië)	Duitsland
dasb002	Nederland	Israël
das_002		
das_013		
date001		
datt001		
daud001	Nederland	Nederland
daut001	Nederland	Nederland
davi026	Nederland	Nederland
davi027		
davi028		
davi031	Nederland	
davi044		
davi046		
deak001	Nederland	
deba001	België (Wallonië)	België (Wallonië)
debl001		
debr001	België (Wallonië)	
debr003	Caribisch deel van het Nederlandse Koninkrijk	Nederland
debr009	België (Wallonië)	België (Wallonië)
debr010		
debr018		
debu002	Duitsland	
deck039		
deck040		
deck042		
deck045	België (Wallonië)	
decl001	België (Wallonië)	
decl005	België (Wallonië)	België (Wallonië)
decl006	België (Wallonië)	België (Wallonië)
decl009	België (Wallonië)	
deco002	België (Wallonië)	
deco008	België (Wallonië)	België (Wallonië)
deco024		
decr003	België (Wallonië)	Duitsland
dede005	Nederland	India
dedi001		
dedi002	Hongarije	
deel001	Nederland	Nederland
deel002	Nederland	Nederland
deen005	Nederland	Nederland
dees001	Nederland	Nederland
defl002	België (Wallonië)	
defr001	Nederland	Nederland
dega002	Frankrijk	Frankrijk
dege004	Nederland	Nederland
dege013	Nederland	Nederland
degr001	België (Wallonië)	België (Wallonië)
degr002	Nederland	
deib001		
deke009	België (Wallonië)	België (Wallonië)
dekk004	Zuid-Afrika	Zuid-Afrika
dekk007	Nederland	Nederland
dekk014	Nederland	Nederland
dekk015		
dekk018	België (Wallonië)	België (Wallonië)
dekk019	Nederland	
dekk020	Nederland	Nederland
dekk021	Nederland	
dekk025		
dekk026		
dekk033		
dekk051		
dela012	België (Wallonië)	
dela043		
delb003	België (Wallonië)	Groot-Brittannië (en Noord-Ierland)
deld004	Nederland	Nederland
deld005		
deld015		
dele002	België (Wallonië)	België (Wallonië)
dele004		
dele007	België (Wallonië)	
dele008		
delf006		
delf007	Nederland	Nederland
delf034		
delf043		
delh004		
delh007		
dell004		
dell006	Italië	Italië
deln001		
delo002		
delp004	Nederland	Nederland
delp009		
dels003	België (Wallonië)	
dels005		
delt001		
delv003	Nederland	
delw002		
dema008		
dema016	België (Wallonië)	België (Wallonië)
deme001	België (Wallonië)	België (Wallonië)
deme003	België (Wallonië)	België (Wallonië)
deme024		
deme031		
deme034		
demm003		
demo004		
dend001	Nederland	Verenigde Staten
deni002	België (Wallonië)	
denn005		
deno001	België (Wallonië)	
dens002		
depe001	België (Wallonië)	
depr004	België (Wallonië)	België (Wallonië)
depr006	België (Wallonië)	België (Wallonië)
derk001		
derk006		
derk008		
derk009		
derk014		
derl001	België (Wallonië)	
derm001	Indonesië	Nederland
desc001	België (Wallonië)	België (Wallonië)
desc002	België (Wallonië)	
desc021	België (Wallonië)	België (Wallonië)
desi004		
desm005		
desp015	Frankrijk	Frankrijk
desr004	België (Wallonië)	
dess001	Nederland	België (Wallonië)
desw001	Frankrijk	Frankrijk
deth002		
deug001	Nederland	Nederland
deur002	Nederland	Nederland
deur011		
deve002	Nederland	Nederland
deve003	Nederland	Nederland
deve004	Nederland	
deve005	Nederland	Nederland
deve006	Nederland	Nederland
deve031		
devo010	België (Wallonië)	
devo011		
devo016	België (Wallonië)	België (Wallonië)
devr001	België (Wallonië)	
devr011		
dewa002	België (Wallonië)	België (Wallonië)
dewa013	België (Wallonië)	
dewe004		
dewi001	België (Wallonië)	België (Wallonië)
dewi002	België (Wallonië)	België (Wallonië)
dewu001	België (Wallonië)	België (Wallonië)
deyc005		
deyn010		
deys001	Nederland	Nederland
dhae003	België (Wallonië)	
dhae004	België (Wallonië)	België (Wallonië)
dhae005	België (Wallonië)	België (Wallonië)
dhae007	België (Wallonië)	
dhae018		
dhan001		
dhan002		
dhan003		
dhon001	België (Wallonië)	
dhon011		
dhon020		
diam001		
dibb001	Nederland	
dibo001	Frankrijk	Frankrijk
died009		
diel002	Nederland	Nederland
diel003	België (Wallonië)	
diel004		
diep001	Nederland	Nederland
diep009		
dier002	België (Wallonië)	
dier010	Nederland	Nederland
dier033	België (Wallonië)	België (Wallonië)
diet013		
diev001		
dife001	Nederland	Nederland
dijc032		
dijk001	Nederland	
dijk002	Nederland	
dijk005		
dijk009	Nederland	
dijk011		
dijk012	Nederland	
dijk017	Nederland	
dijk018		
dijk022	Nederland	
dijk027	Nederland	Nederland
dijk028	Nederland	Nederland
dijk036		
dijk038	Nederland	Nederland
dijk040		
dijk042		
dijk044		
dijk050		
dijk051		
dijk069		
dijk080		
dijk095		
dijk103		Nederland
dijk162		
dijk203		
dijs003		
dik_001	Nederland	Nederland
dill003	Nederland	Nederland
dill013		
dimo001	Oekraïne	Roemenië
dina001	Nederland	Nederland
ding014		
ding021		
dint003	Nederland	
diop001	Senegal	Senegal
diot001		
dipp002		
dip_001		
diri003		
diri005		
dirk004	Nederland	Nederland
dirk008		
dirk050		
diss006	Nederland	Nederland
dist003		
dis_001	Nederland	
dis_002	Nederland	Nederland
ditt004	Slowakije	
ditt005		
ditt008	Duitsland	
djuk001	Servië	
dobb018	Nederland	Nederland
dobr001	Suriname	Suriname
dock004		
dods001	Verenigde Staten	Verenigde Staten
doed001	Nederland	Nederland
doed003	Nederland	Nederland
doed004	Nederland	Nederland
doef001	Nederland	Nederland
doel004	Nederland	
does015		
does017	Nederland	Nederland
doev002		
doev006	België (Wallonië)	België (Wallonië)
dogg001		
dojc001	Servië	
dokk001		
dolf002		
dolk002	Indonesië	
dols001	Nederland	Duitsland
domb002	Nederland	Nederland
domi001	Nederland	Nederland
domm010	Nederland	
domp001	Nederland	
donc001		
donc004	België (Wallonië)	België (Wallonië)
donc026		
dond002	Nederland	Nederland
dond003		
dond007	België (Wallonië)	België (Wallonië)
dong001	Nederland	
dong004		
dong031		
donh001	Oostenrijk	
doni019		
doni020		
donk004	Nederland	
donk005	Nederland	
donk007	Nederland	Nederland
donk009	Nederland	Nederland
donk037		
donk039		
donk049	Nederland	Nederland
donn001	Nederland	Nederland
donn002	Groot-Brittannië (en Noord-Ierland)	Groot-Brittannië (en Noord-Ierland)
don_002		
dood001		
dood006		
dooi004	Nederland	Nederland
dool001	Nederland	Nederland
dool006	Ierland	
door001	Nederland	Nederland
door003	Nederland	Nederland
door005	Nederland	
door009		
door011	Nederland	
door016		
door018	Nederland	Nederland
door036	Nederland	Nederland
door084	Nederland	
door108		
door126	Nederland	Nederland
dop_004		
dord001	Nederland	België (Wallonië)
dorh003	Nederland	Duitsland
dori002	Nederland	Nederland
dorl002	Nederland	
dorn004	Nederland	Nederland
dorp004	Nederland	Nederland
dorp026	Nederland	Indonesië
dorp027		
dorr004	Nederland	
dors002		
dort002		
dort022		
dosf001	België (Wallonië)	België (Wallonië)
dota001		
doul003		
dous005		
douv008		
doye007		
doyl002		
dozy002	Nederland	Nederland
draa002	Nederland	Nederland
draa003	Nederland	Nederland
draa005		
draa006	Nederland	
drab002	Nederland	Nederland
drag005	Servië	
drag008		
drai003	Nederland	Nederland
dray001		
dree003	Nederland	Nederland
dree009		
dreh001	Nederland	
dres001	Nederland	Nederland
dres003	Nederland	Nederland
dres007	Nederland	
dres008	Nederland	Nederland
dres009		
drew001	Nederland	Nederland
drew002		
drew008	Nederland	Nederland
drie006		
drie008	België (Wallonië)	België (Wallonië)
drie022		
drie024	Nederland	Nederland
drie051		
drie061		
drie090		
drif001		
drif002		
drij001	Nederland	
drij005		
drij006	België (Wallonië)	België (Wallonië)
drij020	Nederland	Nederland
drim001	Nederland	
drio001	Nederland	Nederland
drio002	Nederland	Nederland
droo016	Nederland	Nederland
droo017	Nederland	Nederland
drop001	Nederland	Nederland
dros007	Nederland	
dros012		
dros027	Polen	België (Wallonië)
drsp001	Zwitserland	Nederland
druc003	Nederland	Nederland
drum001	Brazilië	Brazilië
drun006		
druw002		
druw003		
dube002	Nederland	
dubo001	Nederland	Nederland
dubo004		Nederland
duca001	België (Wallonië)	
duch012	België (Wallonië)	
ducl003	Nederland	
duc_003		
