pers_id;achternaam;voornaam;voorvoegsel;omschrijving
krui014;Kruimel-Stonebrink;M.G.;;herv./geref. predikant/leraar
krui021;Kruijtbosch;Derk Jan;;natuurwetenschapper
krui023;Kruijt;J.P.;;leraar/docent/hoogleraar
krui024;Kruiningen;J.;van;medicus/apotheker
krui025;Kruissen;B.J.;van;rk-geestelijke/kloosterling
krui036;Kruijff;Cornelis;de;schilder
krui039;Kruijk;Cornelis;;architect/bouwmeester/bouwkundig ingenieur
krui041;Kruijsen;Andries;van der;rk-geestelijke/kloosterling
krui043;Kruijthoff;Theodorus;;herv./geref. predikant/leraar
krui045;Kruijthoff;Hendrik Tilenius;;koopman/zakenman/indust.
krui053;Kruiningen;Harry;van;beeldend kunstenaar/illustrator/tekenaar
krui055;Kruijf;Th.C.;de;theoloog
krui057;Kruis;Andrea;;beeldend kunstenaar/illustrator/tekenaar
krui063;Kruisheer;Jan;;herv./geref. predikant/leraar
krui065;Kruis;Jan;;beeldend kunstenaar/illustrator/tekenaar
krui070;Kruip;Germaine;;beeldend kunstenaar/illustrator/tekenaar
krui075;Kruithof;Hilda;;vertaler
krui080;Kruijff;J.C.;de;beeldend kunstenaar/illustrator/tekenaar
krui102;Kruithof-de Gruyter;M.A.B.G.;;leraar/docent/hoogleraar
krui103;Kruin-Fris;Lydia;;journalist/redacteur
kruk003;Kruk;Marijn;;journalist/redacteur
krul001;Krul;Jan Harmensz.;;ambachtsman
krul001;Krul;Jan Harmensz.;;koopman/zakenman/indust.
krul001;Krul;Jan Harmensz.;;boekhandelaar
krul005;Krul;Rochus;;medicus/apotheker
krul008;Krul;W.E.;;historicus/archeoloog
krum001;Krumpelman;E.;;medicus/apotheker
krum002;Krumpelman;Hermanus;;schilder
krus002;Kruseman;Arie Cornelis;;boekhandelaar
krus002;Kruseman;Arie Cornelis;;boekdrukker/uitgever
krus003;Kruseman;Mina;;musicus/minstreel/jongleur
krus006;Kruseman;C.;;beeldend kunstenaar/illustrator/tekenaar
krus008;Kruseman;H. Polman;;leraar/docent/hoogleraar
krus010;Kruse;Jan;;agrariër
krus011;Kruseman;J. Philip;;boekdrukker/uitgever
krus012;Kruse;Käthe;;toneelspeler
krus012;Kruse;Käthe;;beeldend kunstenaar/illustrator/tekenaar
krus014;Kruseman;Frits;;beeldend kunstenaar/illustrator/tekenaar
krus019;Kruse;Marc;;beeldend kunstenaar/illustrator/tekenaar
kruy001;Kruyff jr.;Jan;de;koopman/zakenman/indust.
kruy001;Kruyff jr.;Jan;de;politicus/staatsman/bestuurder
kruy002;Kruyff sr.;Jan;de;koopman/zakenman/indust.
kruy007;Kruys;M.H.;van 't;musicus/minstreel/jongleur
kruy008;Kruyf;Ernst Frederik;;herv./geref. predikant/leraar
kruy012;Kruyff;E.;de;militair/officier
kruy013;Kruyff;Jan;de;militair/officier
kruy014;Kruythoff;W.A. Tielenius;;herv./geref. predikant/leraar
kruy016;Kruyt;H.R.;;natuurwetenschapper
kruy022;Kruyzen;Hans;;vertaler
kruy025;Kruyder;Herman;;beeldend kunstenaar/illustrator/tekenaar
kruy028;Kruyswijk;Peter;;vertaler
kryn001;Kryn;Leo J.;;boekhandelaar
kryn001;Kryn;Leo J.;;onderwijzer (basisschool)
kryn001;Kryn;Leo J.;;boekdrukker/uitgever
krzy001;Krzycki;Andrzej;;rk-geestelijke/kloosterling
kuby001;Kuby;Christiane;;vertaler
kuch001;Kuchler;C.H.;;beeldend kunstenaar/illustrator/tekenaar
kuch002;Kuchler-Silberman;Lena;;onderwijzer (basisschool)
kueh001;Kuethe;Frederik Philip;;journalist/redacteur
kueh001;Kuethe;Frederik Philip;;diplomaat
kuen001;Kuenen;Abraham;;leraar/docent/hoogleraar
kuen001;Kuenen;Abraham;;theoloog
kuen002;Kuenen;J.P.;;natuurwetenschapper
kuen005;Kuenen;Wilhelmina;;vertaler
kuen006;Kuenen;Ph. H.;;natuurwetenschapper
kuff002;Kuffeler;A.J.;;advocaat/jurist
kuff004;Kuffeler;J.S.;;medicus/apotheker
kuff005;Kuffeler;W.;;militair/officier
kuff006;Kuffeler;K.R.;van;politicus/staatsman/bestuurder
kuff007;Kufferath;J.H.;;musicus/minstreel/jongleur
kuff008;Kufferath;L.;;musicus/minstreel/jongleur
kuff009;Kuffeler;Jacob Jan de Blocq;van;politicus/staatsman/bestuurder
kuhl001;Kühler;Wilhelmus Johannes;;doopsgezind predikant/leraar
kuhl002;Kuhl;H.;;natuurwetenschapper
kuhn003;Kuhn;Pieter;;beeldend kunstenaar/illustrator/tekenaar
kuhn004;Kuhnen de la Coeuillerie;Simone;;vertaler
kuic001;Kuichem;;van;schilder
kuig001;Kuiger;F.;;schilder
kuij001;Kuijer;Guus;;onderwijzer (basisschool)
kuij003;Kuijper Fzn.;D.;;leraar/docent/hoogleraar
kuij005;Kuijt;Evert;;schilder
kuij005;Kuijt;Evert;;leraar/docent/hoogleraar
kuij007;Kuijpers;F.;;herv./geref. predikant/leraar
kuij008;Kuijpers;Gerardus;;theoloog
kuij008;Kuijpers;Gerardus;;herv./geref. predikant/leraar
kuij026;Kuijlman;J.;;vertaler
kuij029;Kuijk;G.W.;;leraar/docent/hoogleraar
kuij034;Kuijpers;W.;;politicus/staatsman/bestuurder
kuij035;Kuijper;Guido;;leraar/docent/hoogleraar
kuij036;Kuijken;Sigiswald;;musicus/minstreel/jongleur
kuij039;Kuijken;Belle;;journalist/redacteur
kuij042;Kuijkhof;J.G.;van;politicus/staatsman/bestuurder
kuij042;Kuijkhof;J.G.;van;onderwijzer (basisschool)
kuij049;Kuijpers;E.;;leraar/docent/hoogleraar
kuik001;Kuik;C.J.;;leraar/docent/hoogleraar
kuik001;Kuik;C.J.;;rk-geestelijke/kloosterling
kuik002;Kuiken;Folkert;;leraar/docent/hoogleraar
kuik003;Kuik;Hilbert;;medicus/apotheker
kuik005;Kuik;Dirkje;;beeldend kunstenaar/illustrator/tekenaar
kuik006;Kuik;Dirk;van;politicus/staatsman/bestuurder
kuik007;Kuik;Hendrik;van;politicus/staatsman/bestuurder
kuik008;Kuiken;D.C.;;agrariër
kuik008;Kuiken;D.C.;;politicus/staatsman/bestuurder
kuik009;Kuik van Mierop;Kornelis;;herv./geref. predikant/leraar
kuik011;Kuik;Marianne;;vertaler
kuik012;Kuiken;H.K.;;vertaler
kuik012;Kuiken;H.K.;;wiskundige
kuil007;Kuilenburg;G.;van;herv./geref. predikant/leraar
kuil008;Kuilenburg;G.;van;herv./geref. predikant/leraar
kuil009;Kuileman;Jan Cornelisz;;herv./geref. predikant/leraar
kuil009;Kuileman;Jan Cornelisz;;herv./geref. predikant/leraar
kuil010;Kuileman;Jacobus;;herv./geref. predikant/leraar
kuil012;Kuilenburg;Melchior;van;politicus/staatsman/bestuurder
kuil013;Kuilenburg;Jan;van;politicus/staatsman/bestuurder
kuil014;Kuilenburg;Huibert II;van;politicus/staatsman/bestuurder
kuil015;Kuilenburg;Huibert III;van;politicus/staatsman/bestuurder
kuil016;Kuilenburg;Jan II;van;politicus/staatsman/bestuurder
kuil017;Kuilenburg;Hubrecht IV;van;politicus/staatsman/bestuurder
kuil018;Kuilenburg;Johan III;van;politicus/staatsman/bestuurder
kuil019;Kuilenburg;Hubrecht V;;politicus/staatsman/bestuurder
kuil020;Kuilenburg;Johan IV;;politicus/staatsman/bestuurder
kuil021;Kuilenburg;Gerard II;van;politicus/staatsman/bestuurder
kuil022;Kuilenburg;Jasper I;van;politicus/staatsman/bestuurder
kuin001;Kuinre;Johan of Jan. Heer;van;politicus/staatsman/bestuurder
kuip001;Kuiper-Brussen;L.C.;;politicus/staatsman/bestuurder
kuip002;Kuiper;J.W.;;vertaler
kuip002;Kuiper;J.W.;;leraar/docent/hoogleraar
kuip010;Kuipers;Dirk;;beeldend kunstenaar/illustrator/tekenaar
kuip010;Kuipers;Dirk;;schilder
kuip010;Kuipers;Dirk;;schilder
kuip013;Kuipers;Gerrit;;ambtenaar
kuip016;Kuipers;Reinold;;boekdrukker/uitgever
kuip019;Kuiper;E.T.;;leraar/docent/hoogleraar
kuip022;Kuipers;Gerard;;herv./geref. predikant/leraar
kuip023;Kuipers;J.;;onderwijzer (basisschool)
kuip024;Kuiper;G.;;onderwijzer (basisschool)
kuip027;Kuiper-De Jongh;Corry;;journalist/redacteur
kuip028;Kuiper;F.B.J.;;letterkundige (NIET-neerl.)
kuip032;Kuiper;W.E.J.;;classicus
kuip032;Kuiper;W.E.J.;;leraar/docent/hoogleraar
kuip034;Kuiper;K.;;classicus
kuip036;Kuiper;P.C.;;medicus/apotheker
kuip038;Kuipers;Chr.;;medicus/apotheker
kuip038;Kuipers;Chr.;;natuurwetenschapper
kuip039;Kuipers;Gerrit;;natuurwetenschapper
kuip039;Kuipers;Gerrit;;ambtenaar
kuip041;Kuiper;Robert;;historicus/archeoloog
kuip049;Kuiper;Jan;;medicus/apotheker
kuip050;Kuipers;H.;;beeldend kunstenaar/illustrator/tekenaar
kuip052;Kuipers;Gerard;;beeldend kunstenaar/illustrator/tekenaar
kuip055;Kuipers;Abe;;beeldend kunstenaar/illustrator/tekenaar
kuip060;Kuiper;Johanna;;vertaler
kuip061;Kuiper;Annelies;;beeldend kunstenaar/illustrator/tekenaar
kuip064;Kuiper;Kees;;beeldend kunstenaar/illustrator/tekenaar
kuip068;Kuipers;Ben;;journalist/redacteur
kuip071;Kuiper;Jan;;doopsgezind predikant/leraar
kuip075;Kuipers;Tom;;vertaler
kuip078;Kuiper;Henk;;beeldend kunstenaar/illustrator/tekenaar
kuip082;Kuipers;Evert Johannes;;beeldend kunstenaar/illustrator/tekenaar
kuip082;Kuipers;Evert Johannes;;leraar/docent/hoogleraar
kuip084;Kuiper;Jan;;beeldend kunstenaar/illustrator/tekenaar
kuip085;Kuiper;Abraham Kornelis;;doopsgezind predikant/leraar
kuip087;Kuiper;Jan;;beeldend kunstenaar/illustrator/tekenaar
kuip090;Kuiper;P.N. (Koos);;vertaler
kuip091;Kuipers;Hans-Jan;;vertaler
kuip100;Kuipers;Theo;;leraar/docent/hoogleraar
kuip102;Kuiper;Sophie;;vertaler
kuip110;Kuipers;Johan;;beeldend kunstenaar/illustrator/tekenaar
kuip115;Kuiper;Laura;;beeldend kunstenaar/illustrator/tekenaar
kuip122;Kuipers;Dorota;;vertaler
kuip123;Kuipers;Erik-Jan;;vertaler
kuis001;Kuisch;Joey;;beeldend kunstenaar/illustrator/tekenaar
kuit001;Kuitenbrouwer;Henk;;journalist/redacteur
kuit001;Kuitenbrouwer;Henk;;onderwijzer (basisschool)
kuit003;Kuitert;Lisa;;leraar/docent/hoogleraar
kuit004;Kuitert Cz;Berend;;beeldend kunstenaar/illustrator/tekenaar
kuit004;Kuitert Cz;Berend;;journalist/redacteur
kuit005;Kuitert;H.M.;;theoloog
kuit006;Kuitert;Reind;;onderwijzer (basisschool)
kuit007;Kuitenbrouwer;Jan;;journalist/redacteur
kuit009;Kuitenbrouwer;Frank;;journalist/redacteur
kuit010;Kuitenbrouwer;Maarten;;historicus/archeoloog
kuit011;Kuit;Geesje;;beeldend kunstenaar/illustrator/tekenaar
kuke001;Kukenheim Ezn.;L.;;leraar/docent/hoogleraar
kule001;Kulenkamp;G.;;herv./geref. predikant/leraar
kule003;Kulenkamp;Ludovicus;;herv./geref. predikant/leraar
kulh001;Kulhánek;Oldrich;;beeldend kunstenaar/illustrator/tekenaar
kulk001;Kulk;T.C.;van der;herv./geref. predikant/leraar
kulk001;Kulk;T.C.;van der;journalist/redacteur
kulm001;Kulmus;J.A.;;medicus/apotheker
kulv001;Kulve-van Os;W.J.;ter;advocaat/jurist
kuma001;Kumakura;Yoshiyasu;;vertaler
kumi001;Kumink;A.J.;;advocaat/jurist
kumm003;Kummer;Maurice;;journalist/redacteur
kumm007;Kümmel;Konrad;;rk-geestelijke/kloosterling
kumm009;Kummer;Onno;;fotograaf
kump001;Kumpel;Jan Willem;;advocaat/jurist
kun_001;Kun;J.I.M.;van der;leraar/docent/hoogleraar
kun_002;Kun;C. Gz.;van der;rk-geestelijke/kloosterling
kun_003;Kun;C. Rz.;van der;rk-geestelijke/kloosterling
kun_004;Kun;G.;van der;rk-geestelijke/kloosterling
kun_005;Kun;L.J.A.;van der;militair/officier
kung001;Küng;Hans;;theoloog
kunk001;Künkel;Fritz;;zielsverzorger/psychol/ps.ther.
kunn005;Kunnevere;Roel;;vertaler
kuns004;Kunst;Jos;;musicus/minstreel/jongleur
kuns006;Kunst;Cornelis Cornelisz;;schilder
kuns007;Kunst;Cornelis Pietersz;;architect/bouwmeester/bouwkundig ingenieur
kuns008;Kunst;Jacob;;herv./geref. predikant/leraar
kuns009;Kunst;Lucas Cornelisz;;schilder
kuns010;Kunst;Pieter Cornelisz;;schilder
kunz001;Kunz;Ludwig;;vertaler
kuo_001;Kuo;Nancy;;beeldend kunstenaar/illustrator/tekenaar
kupe002;Kuperus;Sjoerd;;beeldend kunstenaar/illustrator/tekenaar
kupe006;Kuper;Peter;;beeldend kunstenaar/illustrator/tekenaar
kupp006;Küpper;P.M.Ph.;;leraar/docent/hoogleraar
kurp001;Kurpershoek;Marcel;;letterkundige (NIET-neerl.)
kurp002;Kurpershoek;René;;vertaler
kurp003;Kurpershoek-Scherft;A.C.M.;;vertaler
kurp005;Kurpershoek;Theo;;schilder
kurp005;Kurpershoek;Theo;;beeldend kunstenaar/illustrator/tekenaar
kurr001;Kurris;F.J.M.G.;;rk-geestelijke/kloosterling
kurs001;Kurstjens;Willem;;vertaler
kurs001;Kurstjens;Willem;;leraar/docent/hoogleraar
kurt005;Kurtzman;Harvey;;beeldend kunstenaar/illustrator/tekenaar
kurz001;Kurz;Gerhard;;leraar/docent/hoogleraar
kuse001;Cuser;Willem I;;magistraat
kuss001;Kussens;Kornelis Ysbrandz.;;ambachtsman
kust004;Kusters;Wiel;;journalist/redacteur
kust004;Kusters;Wiel;;leraar/docent/hoogleraar
kust005;Kustermans;Paul;;leraar/docent/hoogleraar
kust006;Kuster;Nicole;;letterkundige (NIET-neerl.)
kust006;Kuster;Nicole;;leraar/docent/hoogleraar
kust007;Kuster;J.;;schilder
kust008;Kuster;Johan Philip;;militair/officier
kust008;Kuster;Johan Philip;;medicus/apotheker
kust011;Kuster;Giselle;;beeldend kunstenaar/illustrator/tekenaar
kust011;Kuster;Giselle;;schilder
kust022;Kustermans;Karin;;vertaler
kuts002;Kutsch;Angelika;;vertaler
kutt001;Kuttner;Erich;;journalist/redacteur
kutt001;Kuttner;Erich;;politicus/staatsman/bestuurder
kuyc002;Kuyck;Wouter;;militair/officier
kuyc003;Kuyck;Frans;Van;beeldend kunstenaar/illustrator/tekenaar
kuyc003;Kuyck;Frans;Van;politicus/staatsman/bestuurder
kuyk002;Kuyk;Pieter A.;;leraar/docent/hoogleraar
kuyk003;Kuyk;Hendrik Jozef Frans;van;toneelspeler
kuyk003;Kuyk;Hendrik Jozef Frans;van;onderwijzer (basisschool)
kuyk005;Kuyk;Jan D.;van;advocaat/jurist
kuyk006;Kuyk;Joh.;van;advocaat/jurist
kuyk006;Kuyk;Joh.;van;leraar/docent/hoogleraar
kuyk006;Kuyk;Joh.;van;politicus/staatsman/bestuurder
kuyk007;Kuyk;H.;van;beeldend kunstenaar/illustrator/tekenaar
kuyl001;Kuyle;Albert;;journalist/redacteur
kuyl001;Kuyle;Albert;;boekdrukker/uitgever
kuyl002;Kuyl;Peter Domien;;herv./geref. predikant/leraar
kuyl004;Kuylman;J.;;vertaler
kuyl005;Kuylman;J.;;vertaler
kuyp002;Kuyper;Abraham;;politicus/staatsman/bestuurder
kuyp002;Kuyper;Abraham;;onderwijzer (basisschool)
kuyp004;Kuyper;Frans;;remonstr. predikant/leraar
kuyp004;Kuyper;Frans;;boekdrukker/uitgever
kuyp005;Kuyper Gzn.;Hendrik;;ambtenaar
kuyp011;Kuypers;Julien Jozef;;onderwijzer (basisschool)
kuyp011;Kuypers;Julien Jozef;;politicus/staatsman/bestuurder
kuyp012;Kuypers;Christiaan François;;herv./geref. predikant/leraar
kuyp014;Kuyper Hzn;Gerrit;;militair/officier
kuyp015;Kuyper Hzn.;Jacob;;aardrijkskundige/cartograaf
kuyp016;Kuypers;Frederik Hendrik Willem;;militair/officier
kuyp018;Kuypers;Antoon;;zielsverzorger/psychol/ps.ther.
kuyp019;Kuypers;Karel;;filosoof
kuyp021;Kuyper;Th.;;wiskundige
kuyp021;Kuyper;Th.;;leraar/docent/hoogleraar
kuyp023;Kuypers;Jehan;;journalist/redacteur
kuyp024;Kuypers;Anke;;beeldend kunstenaar/illustrator/tekenaar
kuyp025;Kuypers;Joannes;;rk-geestelijke/kloosterling
kuyp026;Kuypers;W.;;herv./geref. predikant/leraar
kuyp028;Kuyper;Jaques;;schilder
kuyp028;Kuyper;Jaques;;zeevarende
kuyp038;Kuyper;G.;;vertaler
kuyp044;Kuyper;Cornelis;de;doopsgezind predikant/leraar
kuyp048;Kuyper;Bubb;;kunsthistoricus/kunsthandelaar
kuyp049;Kuyper;Mariëlle;de;vertaler
kuyp050;Kuyper;Elisabeth;;musicus/minstreel/jongleur
kuyp054;Kuyper;Gerrit;;boekdrukker/uitgever
kuyp054;Kuyper;Gerrit;;boekhandelaar
kuys001;Kuys;Jan;;historicus/archeoloog
kuys002;Kuysten;Arn.;;rk-geestelijke/kloosterling
kuys002;Kuysten;Arn.;;theoloog
kuys003;Kuysten;Ger.;;rk-geestelijke/kloosterling
kuys004;Kuysten;God.;;rk-geestelijke/kloosterling
kuys005;Kuysten;Herm.;;rk-geestelijke/kloosterling
kuys005;Kuysten;Herm.;;theoloog
kuys006;Kuysten;J.;;rk-geestelijke/kloosterling
kuys007;Kuysten;J.;;rk-geestelijke/kloosterling
kuys007;Kuysten;J.;;theoloog
kuys007;Kuysten;J.;;rk-geestelijke/kloosterling
kuys008;Kuysten;J.;;rk-geestelijke/kloosterling
kuyt002;Kuytenbrouwer;M.A.;;militair/officier
kwa_001;Kwa;Chunglin;;leraar/docent/hoogleraar
kwaa002;Kwaaitaal;Daniëlle;;beeldend kunstenaar/illustrator/tekenaar
kwan001;Kwant;R.C.;;rk-geestelijke/kloosterling
kwan001;Kwant;R.C.;;filosoof
kwan008;Kwanten;Jesualda;;beeldend kunstenaar/illustrator/tekenaar
kwas002;Kwast;Jb.;;musicus/minstreel/jongleur
kwee003;Kwee;Anton;;vertaler
kyle001;Kyle;M.G.;;leraar/docent/hoogleraar
kyls001;Kylstra;Peter H.;;medicus/apotheker
kyls001;Kylstra;Peter H.;;historicus/archeoloog
kyls002;Kylstra;J. Kamminga;;ambachtsman
kyma001;Kyman;J.B.;;schilder
kymm001;Kymmell;D.L.J.;;medicus/apotheker
kymm002;Kymmell;J. Th.;;politicus/staatsman/bestuurder
kymm003;Kymmell;J.W.;;ambtenaar
kyne001;Kyne;Peter B.;;militair/officier
kysp001;Kyspenning;H.;;rk-geestelijke/kloosterling
la_c001;La Coste;A.;;koopman/zakenman/indust.
la_c001;La Coste;A.;;ambtenaar
la_d001;La Douespe;S.;de;herv./geref. predikant/leraar
la_f001;La Faye;Jac.;de;herv./geref. predikant/leraar
la_m003;La motte;;;militair/officier
laag001;Laagland;Ludo;;beeldend kunstenaar/illustrator/tekenaar
laag002;Laag;J.J.;ter;luthers predikant/leraar
laak001;Laakhuysen;C.;;doopsgezind predikant/leraar
laak003;Laak;Maria;van der;schilder
laak006;Laak;Harry;op de;beeldend kunstenaar/illustrator/tekenaar
laan001;Laan;Dirk Jan;van der;schilder
laan005;Laan;K.;ter;onderwijzer (basisschool)
laan005;Laan;K.;ter;politicus/staatsman/bestuurder
laan005;Laan;K.;ter;ambtenaar
laan008;Laan;Pieter Jan Rudolph;;herv./geref. predikant/leraar
laan011;Laansma;Klazien;;vertaler
laan012;Laan;Dirk;;politicus/staatsman/bestuurder
laan013;Laan;H.A.;;ambtenaar
laan014;Laan;P.;;herv./geref. predikant/leraar
laan015;Laan;A.;van der;advocaat/jurist
laan016;Laan;P.A.;van der;herv./geref. predikant/leraar
laan016;Laan;P.A.;van der;herv./geref. predikant/leraar
laan019;Laan;Adriaan;van der;beeldend kunstenaar/illustrator/tekenaar
laan019;Laan;Adriaan;van der;beeldend kunstenaar/illustrator/tekenaar
laan022;Laan;Dirk;van der;schilder
laan024;Laan;Hendrik;van der;politicus/staatsman/bestuurder
laan025;Laan;Joannes;;medicus/apotheker
laan026;Laan;Joannes;van der;militair/officier
laan027;Laan;Nikolaas;van der;politicus/staatsman/bestuurder
laan028;Laan;Samuel;van der;politicus/staatsman/bestuurder
laan030;Laan;H.I.;ter;vertaler
laan032;Laan;P.A.;van der;vertaler
laan035;Laan;Ko;van der;vertaler
laan040;Laan;Harry;van der;historicus/archeoloog
laan051;Laan;Eberhard;van der;politicus/staatsman/bestuurder
laar002;Laar;Hendrik;van;ambachtsman
laar003;Laar;J.J.;van;militair/officier
laar003;Laar;J.J.;van;onderwijzer (basisschool)
laar003;Laar;J.J.;van;natuurwetenschapper
laar004;Laar;Jan;van;musicus/minstreel/jongleur
laar006;Laar;Arnoldus;van de;rk-geestelijke/kloosterling
laar009;Laar;B.;van;advocaat/jurist
laar009;Laar;B.;van;politicus/staatsman/bestuurder
laar012;Laar;Antonius;van de;rk-geestelijke/kloosterling
laar012;Laar;Antonius;van de;leraar/docent/hoogleraar
laar014;Laar;Arnoldus;van de;medicus/apotheker
laar017;Laar;Hendrick Reijner;van;militair/officier
laar019;Laar;J.O.;van;schilder
laar020;Laar;Roeland;van;schilder
laar023;Laars;Tiete;van der;beeldend kunstenaar/illustrator/tekenaar
laar023;Laars;Tiete;van der;schilder
laar024;Laar Krafft;A.M.;van de;herv./geref. predikant/leraar
laar024;Laar Krafft;A.M.;van de;theoloog
laar025;Laar;Henk;van;onderwijzer (basisschool)
laar026;Laar;Walter;van de;leraar/docent/hoogleraar
laar032;Laar;Albert J.C.;van;historicus/archeoloog
laar034;Laarhoven;Jan;van;historicus/archeoloog
laat001;Laat;Ko;de;musicus/minstreel/jongleur
laat001;Laat;Ko;de;journalist/redacteur
laat005;Laatsman;Willem;;herv./geref. predikant/leraar
laba001;Labadie;Jean;de;herv./geref. predikant/leraar
laba005;Labadie;H.;;medicus/apotheker
labb002;Labberton;Mien;;onderwijzer (basisschool)
labb003;Labberté;Hendrik Martinus;;onderwijzer (basisschool)
labb004;Labberton;Dirk van Hinloopen;;remonstr. predikant/leraar
labb005;Labbé;Charles;;advocaat/jurist
labe002;Labega;F.;;onderwijzer (basisschool)
labe003;Labey;J.K.;;beeldend kunstenaar/illustrator/tekenaar
labe003;Labey;J.K.;;musicus/minstreel/jongleur
labi001;Labian;Piet;;arbeider/werkman
labi002;Labigno(n);J.H.;;rk-geestelijke/kloosterling
labi005;Labisse;Felix;;schilder
labo003;Labordus;W.;;wiskundige
labo003;Labordus;W.;;leraar/docent/hoogleraar
labo004;Labonté;;;militair/officier
labo008;Labouchere;G.C.;;leraar/docent/hoogleraar
labr001;Labrijn;D.N.;;architect/bouwmeester/bouwkundig ingenieur
labr001;Labrijn;D.N.;;ambtenaar
labr002;Labrijn;J.K.;;architect/bouwmeester/bouwkundig ingenieur
labr003;Labrijn;P. Dz.;;architect/bouwmeester/bouwkundig ingenieur
labr003;Labrijn;P. Dz.;;ambtenaar
labr006;Labruyere;Daniël;;beeldend kunstenaar/illustrator/tekenaar
labr008;Labroisse;Gerd;;letterkundige (NIET-neerl.)
labr008;Labroisse;Gerd;;leraar/docent/hoogleraar
laby001;Labyn;Rudolf R.;;rk-geestelijke/kloosterling
lach001;Lach;A.;;herv./geref. predikant/leraar
lach002;Lacher;P.;;herv./geref. predikant/leraar
lach003;Lachterop;N.;;herv./geref. predikant/leraar
lach004;Lachtropius;N.;;schilder
lach005;Lacher;;;militair/officier
lach006;Lacher;Jan Willemsz;;militair/officier
lach009;Lachartre;Nicole;;musicus/minstreel/jongleur
lach010;Lachmann;Karl Konrad Friedrich Wilhelm;;historicus/archeoloog
lach012;Lachner;Wolfgang;;boekhandelaar
lach012;Lachner;Wolfgang;;boekdrukker/uitgever
lacm001;Lacman;Jean;;theoloog
lacm001;Lacman;Jean;;leraar/docent/hoogleraar
lacm001;Lacman;Jean;;filosoof
laco001;Lacomblé;A.E.;;beeldend kunstenaar/illustrator/tekenaar
laco001;Lacomblé;A.E.;;leraar/docent/hoogleraar
laco002;Lacops;Jacobus;;rk-geestelijke/kloosterling
lacr004;Lacroix;Jean;;filosoof
lacr005;Lacroix;Wiel Florentius Gerardus;;vertaler
lact001;Lacterius;;;schilder
lacu001;Lacu;R.;de;advocaat/jurist
lacu001;Lacu;R.;de;leraar/docent/hoogleraar
lacu002;Lacu;Jean;de;rk-geestelijke/kloosterling
lacy001;Lacy-Bruijn;Margriet;;historicus/archeoloog
